Timestamp,EAR,PERCLOS,Alert_Status
2026-04-30 12:50:41,0.26,36.28,Normal
2026-04-30 12:50:41,0.26,36.24,Normal
2026-04-30 12:50:41,0.26,36.20,Normal
2026-04-30 12:50:41,0.23,36.27,Normal
2026-04-30 12:50:41,0.23,36.33,Normal
2026-04-30 12:50:41,0.24,36.40,Normal
2026-04-30 12:50:41,0.31,36.36,Normal
2026-04-30 12:50:41,0.32,36.33,Normal
2026-04-30 12:50:41,0.28,36.29,Normal
2026-04-30 12:50:41,0.29,36.25,Normal
2026-04-30 12:50:41,0.29,36.21,Normal
2026-04-30 12:50:42,0.29,36.17,Normal
2026-04-30 12:50:42,0.28,36.13,Normal
2026-04-30 12:50:42,0.29,36.10,Normal
2026-04-30 12:50:42,0.27,36.06,Normal
2026-04-30 12:50:42,0.28,36.02,Normal
2026-04-30 12:50:42,0.29,35.98,Normal
2026-04-30 12:50:42,0.28,35.95,Normal
2026-04-30 12:50:42,0.29,35.91,Normal
2026-04-30 12:50:42,0.29,35.87,Normal
2026-04-30 12:50:42,0.30,35.83,Normal
2026-04-30 12:50:42,0.31,35.80,Normal
2026-04-30 12:50:42,0.30,35.76,Normal
2026-04-30 12:50:42,0.20,35.83,Normal
2026-04-30 12:50:42,0.19,35.89,Normal
